START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
7/22/2016 13:21,7/22/2016 13:42,Business,Durham,Cary,9.9,Meeting
7/22/2016 14:27,7/22/2016 14:43,Business,Cary,Morrisville,6.1,Meal/Entertain
7/23/2016 20:17,7/23/2016 20:33,Business,Cary,Durham,10.4,Meeting
7/23/2016 23:18,7/23/2016 23:43,Business,Durham,Cary,9.9,Meeting
7/26/2016 20:52,7/26/2016 21:00,Business,Cary,Morrisville,2.5,Meal/Entertain
7/26/2016 22:31,7/26/2016 22:39,Business,Morrisville,Cary,2.5,Meal/Entertain
08-02-2016 08:11,08-02-2016 08:32,Business,Cary,Morrisville,8.4,Meeting
08-07-2016 17:28,08-07-2016 17:43,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit
08-07-2016 20:15,08-07-2016 20:23,Business,Morrisville,Cary,2.5,Meal/Entertain
08-08-2016 17:02,08-08-2016 17:13,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit
08-08-2016 23:28,08-08-2016 23:37,Business,Morrisville,Cary,3.2,Customer Visit
8/13/2016 15:35,8/13/2016 15:58,Business,Cary,Morrisville,8.4,Meeting
10/16/2016 12:52,10/16/2016 13:11,Business,Cary,Durham,10.5,Meeting
10/16/2016 19:27,10/16/2016 19:33,Business,Whitebridge,Parkway,2.1,Meeting
10/16/2016 21:34,10/16/2016 21:41,Business,Morrisville,Cary,2.5,Meal/Entertain
10/18/2016 10:41,10/18/2016 11:09,Business,Cary,Morrisville,7.9,Temporary Site
10/23/2016 19:04,10/23/2016 19:14,Business,Cary,Morrisville,3.1,Meal/Entertain
10/23/2016 21:10,10/23/2016 21:25,Business,Morrisville,Cary,3.1,Customer Visit
10/25/2016 20:00,10/25/2016 20:11,Business,Whitebridge,Savon Height,3.6,Meal/Entertain
10/26/2016 19:25,10/26/2016 19:31,Business,Whitebridge,Parkway,2.1,Meeting
10/27/2016 18:51,10/27/2016 19:16,Business,Cary,Morrisville,8.4,Meeting
10/28/2016 11:34,10/28/2016 11:52,Business,Cary,Durham,10.4,Meeting
10/28/2016 13:06,10/28/2016 13:36,Business,Durham,Cary,9.9,Meeting
10/28/2016 15:53,10/28/2016 17:59,Business,Cary,Winston Salem,107.0,Meeting
10/28/2016 18:13,10/28/2016 20:07,Business,Winston Salem,Asheville,133.6,Meeting
10/28/2016 20:13,10/28/2016 22:00,Business,Asheville,Topton,91.8,Meeting
10/29/2016 15:22,10/29/2016 17:05,Business,Topton,Hayesville,40.7,Meeting
11-01-2016 20:41,11-01-2016 20:55,Business,Whitebridge,Whitebridge,4.2,Meal/Entertain
11-02-2016 16:46,11-02-2016 17:11,Business,Cary,Morrisville,8.5,Meeting
11-03-2016 18:51,11-03-2016 19:08,Business,Cary,Morrisville,3.1,Meal/Entertain
11-03-2016 22:46,11-03-2016 22:58,Business,Morrisville,Cary,3.1,Customer Visit
11-04-2016 10:02,11-04-2016 10:18,Business,Cary,Morrisville,7.9,Temporary Site
11-06-2016 16:05,11-06-2016 16:22,Business,Renaissance,Agnew,2.8,Meeting
11/18/2016 20:09,11/18/2016 20:19,Business,Cary,Morrisville,3.1,Meal/Entertain
11/18/2016 21:23,11/18/2016 21:34,Business,Morrisville,Cary,5.2,Meal/Entertain
11/18/2016 21:56,11/18/2016 22:21,Business,Krendle Woods,Whitebridge,6.1,Meeting
11/19/2016 13:51,11/19/2016 14:10,Business,Cary,Durham,10.3,Meeting
11/19/2016 14:30,11/19/2016 14:51,Business,Durham,Cary,10.5,Meeting
11/19/2016 17:41,11/19/2016 17:54,Business,Cary,Apex,5.4,Errand/Supplies
11/19/2016 21:14,11/19/2016 21:35,Business,Apex,Cary,5.4,Customer Visit
11/20/2016 10:27,11/20/2016 11:32,Business,Cary,Cary,39.2,Between Offices
11/20/2016 11:58,11/20/2016 12:28,Business,Cary,Cary,6.4,Customer Visit
11/20/2016 14:58,11/20/2016 15:07,Business,Cary,Cary,2.7,Meeting
11/20/2016 17:45,11/20/2016 18:37,Business,Cary,Cary,18.5,Errand/Supplies
11/21/2016 13:37,11/21/2016 13:49,Business,Cary,Cary,2.5,Meal/Entertain
11/21/2016 14:34,11/21/2016 14:44,Business,Cary,Cary,2.1,Meal/Entertain
11/21/2016 18:43,11/21/2016 18:51,Business,Morrisville,Cary,3.4,Errand/Supplies
11/22/2016 15:12,11/22/2016 15:27,Business,Cary,Cary,5.5,Meeting
11/22/2016 15:31,11/22/2016 15:44,Business,Cary,Cary,4.1,Meeting
11/22/2016 15:51,11/22/2016 16:43,Business,Cary,Cary,12.7,Customer Visit
11/22/2016 18:18,11/22/2016 18:28,Business,Cary,Morrisville,3.0,Meal/Entertain
11/22/2016 21:02,11/22/2016 21:14,Business,Morrisville,Cary,3.5,Customer Visit
11/23/2016 15:34,11/23/2016 15:50,Business,Cary,Cary,5.9,Meal/Entertain
11/25/2016 11:47,11/25/2016 12:04,Business,Cary,Durham,10.3,Meeting
11/25/2016 13:13,11/25/2016 13:31,Business,Durham,Cary,11.1,Meeting
11/26/2016 17:00,11/26/2016 17:12,Business,Cary,Apex,5.1,Meeting
11/26/2016 17:36,11/26/2016 17:56,Business,Apex,Holly Springs,9.0,Meeting
11/26/2016 19:47,11/26/2016 19:54,Business,Cary,Cary,2.5,Errand/Supplies
11/27/2016 15:59,11/27/2016 16:06,Business,Cary,Morrisville,3.3,Meal/Entertain
11/30/2016 11:03,11/30/2016 11:34,Business,Cary,Raleigh,8.5,Customer Visit
11/30/2016 11:53,11/30/2016 12:35,Business,Raleigh,Morrisville,6.7,Temporary Site
12-01-2016 07:44,12-01-2016 07:59,Business,Cary,Cary,5.5,Meeting
12-01-2016 08:37,12-01-2016 08:53,Business,Cary,Cary,5.5,Errand/Supplies
12-01-2016 18:00,12-01-2016 18:12,Business,Cary,Morrisville,2.9,Meal/Entertain
12-01-2016 20:36,12-01-2016 20:46,Business,Morrisville,Cary,2.9,Customer Visit
12-02-2016 12:12,12-02-2016 12:23,Business,Cary,Apex,5.1,Meal/Entertain
12-02-2016 13:07,12-02-2016 13:22,Business,Apex,Cary,5.3,Customer Visit
12-02-2016 20:41,12-02-2016 20:48,Business,Cary,Morrisville,3.3,Meal/Entertain
12-02-2016 22:59,12-02-2016 23:07,Business,Morrisville,Cary,3.0,Customer Visit
12-03-2016 18:35,12-03-2016 18:56,Business,Cary,Wake Co.,6.6,Errand/Supplies
12-03-2016 20:31,12-03-2016 20:41,Business,Morrisville,Cary,3.0,Customer Visit
12-04-2016 18:56,12-04-2016 19:03,Business,Cary,Morrisville,2.9,Meal/Entertain
12-04-2016 20:23,12-04-2016 20:34,Business,Morrisville,Cary,3.4,Customer Visit
12-05-2016 19:22,12-05-2016 19:37,Business,Cary,Cary,3.8,Meal/Entertain
12-07-2016 12:03,12-07-2016 12:32,Business,Cary,Cary,6.6,Meeting
12-07-2016 12:35,12-07-2016 12:46,Business,Cary,Cary,4.0,Meeting
12-07-2016 19:53,12-07-2016 20:13,Business,Cary,Cary,7.0,Customer Visit
12-07-2016 21:13,12-07-2016 21:50,Business,Cary,Cary,6.9,Meal/Entertain
12-08-2016 14:19,12-08-2016 14:32,Business,Cary,Cary,3.4,Errand/Supplies
12-08-2016 14:53,12-08-2016 15:02,Business,Cary,Cary,3.4,Errand/Supplies
12-08-2016 19:22,12-08-2016 19:27,Business,Cary,Cary,2.0,Meeting
12-08-2016 21:26,12-08-2016 21:31,Business,Cary,Cary,2.0,Errand/Supplies
12-09-2016 12:09,12-09-2016 12:24,Business,Cary,Apex,5.1,Errand/Supplies
12-09-2016 13:15,12-09-2016 13:43,Business,Apex,Cary,8.8,Temporary Site
12-09-2016 20:11,12-09-2016 20:34,Business,Cary,Cary,5.6,Meeting
12-09-2016 22:03,12-09-2016 22:57,Business,Cary,Cary,18.9,Customer Visit
12-10-2016 12:43,12-10-2016 13:16,Business,Cary,Fuquay-Varina,15.6,Meeting
12-10-2016 14:42,12-10-2016 15:18,Business,Fuquay-Varina,Cary,15.6,Errand/Supplies
12-10-2016 18:17,12-10-2016 18:27,Business,Cary,Morrisville,3.0,Meal/Entertain
12-10-2016 22:09,12-10-2016 22:21,Business,Morrisville,Cary,3.1,Customer Visit
12-11-2016 16:06,12-11-2016 16:16,Business,Cary,Morrisville,3.0,Meal/Entertain
12-11-2016 19:05,12-11-2016 19:15,Business,Morrisville,Cary,4.8,Errand/Supplies
12-11-2016 21:48,12-11-2016 21:56,Business,Cary,Cary,2.1,Errand/Supplies
12-12-2016 13:22,12-12-2016 13:32,Business,Cary,Cary,3.1,Errand/Supplies
12-12-2016 13:36,12-12-2016 13:51,Business,Cary,Apex,4.4,Meal/Entertain
12-12-2016 14:26,12-12-2016 14:39,Business,Apex,Cary,4.7,Customer Visit
12-12-2016 17:51,12-12-2016 18:01,Business,Cary,Morrisville,3.0,Meal/Entertain
12-12-2016 20:48,12-12-2016 20:57,Business,Morrisville,Cary,3.0,Customer Visit
12/13/2016 18:19,12/13/2016 18:29,Business,Cary,Cary,4.2,Errand/Supplies
12/13/2016 20:20,12/13/2016 20:29,Business,Cary,Cary,4.1,Meal/Entertain
12/14/2016 17:50,12/14/2016 18:00,Business,Cary,Morrisville,3.0,Meal/Entertain
12/14/2016 20:24,12/14/2016 20:40,Business,Morrisville,Cary,3.1,Customer Visit
12/15/2016 14:20,12/15/2016 14:54,Business,Cary,Morrisville,10.6,Meeting
